model,name,desc,cat1,cat2,cat3,cat4,quantity,price,manufacturer,manufacturer_pb,weight,unit
102117,"""CC Creative boja za kosu 1/1  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",66,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102118,"""CC Creative boja za kosu 2/0  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",68,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102119,"""CC Creative boja za kosu 3/0  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",54,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102120,"""CC Creative boja za kosu 4/0  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",37,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102121,"""CC Creative boja za kosu 5/0  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",72,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102122,"""CC Creative boja za kosu 6/0  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",54,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102123,"""CC Creative boja za kosu 7/0  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",38,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102124,"""CC Creative boja za kosu 8/0  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",59,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102125,"""CC Creative boja za kosu 9/0  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",76,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102126,"""CC Creative boja za kosu 10/0  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",43,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102127,"""CC Creative boja za kosu 5/3  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",66,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102128,"""CC Creative boja za kosu 6/3  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",63,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102129,"""CC Creative boja za kosu 7/3  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",72,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102130,"""CC Creative boja za kosu 8/3  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",95,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102131,"""CC Creative boja za kosu 5/35  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",73,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102134,"""CC Creative boja za kosu 8/34  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",56,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102135,"""CC Creative boja za kosu 4/45  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",61,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102136,"""CC Creative boja za kosu 5/4  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",62,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102137,"""CC Creative boja za kosu 6/46  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",48,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102138,"""CC Creative boja za kosu 7/4  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",43,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102139,"""CC Creative boja za kosu 7/44  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",87,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102140,"""CC Creative boja za kosu 9/4  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",61,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102141,"""CC Creative boja za kosu 5/5  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",65,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102142,"""CC Creative boja za kosu 6/08  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",47,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102143,"""CC Creative boja za kosu 8/08  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",49,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102144,"""CC Creative boja za kosu 10/08  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",42,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102145,"""CC Creative boja za kosu 4/85  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",62,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102146,"""CC Creative boja za kosu 5/8  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",52,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102147,"""CC Creative boja za kosu 7/8  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",43,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102148,"""CC Creative boja za kosu 9/8  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",46,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102149,"""CC Creative boja za kosu 8/83  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",61,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102150,"""CC Creative boja za kosu 3/26  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",67,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102151,"""CC Creative boja za kosu 5/6  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",67,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102152,"""CC Creative boja za kosu 7/6  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",63,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102153,"""CC Creative boja za kosu 55/66  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",49,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102154,"""CC Creative boja za kosu 66/64  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",40,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102155,"""CC Creative boja za kosu 77/66  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",51,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102156,"""CC Creative boja za kosu 10/21  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",43,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102157,"""CC Creative boja za kosu 8/1  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",49,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102158,"""CC Creative boja za kosu 6/1  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",39,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102159,"""CC Creative boja za kosu 4/1  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",60,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102160,"""CC Creative boja za kosu 9/02  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",42,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102161,"""CC Creative boja za kosu 7/23  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",60,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102162,"""CC Creative boja za kosu 4/2  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",62,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102163,"""CC Mix master korektor za kosu /1  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",32,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102164,"""CC Mix master korektor za kosu /2  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",25,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102211,"""SPHERIQUE PRO Keratin šampon za kosu 500ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""ŠAMPONI""",,0,1003,"""ALTER EGO""","""SPHERIQUE""",0.567,"""kom"""
102212,"""SPHERIQUE PRO Keratin sprej za kosu 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""STYLING""",,4,1343,"""ALTER EGO""","""SPHERIQUE""",0.121,"""kom"""
102213,"""SPHERIQUE PRO Keratin maska za kosu 500ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""REGENERATORI I PAKOVANJA""",,7,1130,"""ALTER EGO""","""SPHERIQUE""",0.507,"""kom"""
102214,"""PLASMANTE Preparat za mini val univerzalni  300ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""TEHNIČKI PROIZVODI""",,1,1243,"""ALTER EGO""","""PLASMANTE""",0.337,"""kom"""
102215,"""PLASMANTE Neutralizator za mini val  750ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""TEHNIČKI PROIZVODI""",,9,919,"""ALTER EGO""","""PLASMANTE""",0.826,"""kom"""
102216,"""PLASMANTE Sprej za mini val univerzalni  150ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""TEHNIČKI PROIZVODI""",,7,494,"""ALTER EGO""","""PLASMANTE""",0.168,"""kom"""
102217,"""COLOR CARE Leave in color sprej  150ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""STYLING""",,21,792,"""ALTER EGO""","""NOURISHING Spa""",0.17,"""kom"""
102237,"""Promocija TRUE LASTING COLOR TWEENS Šam+Reg 750ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""ŠAMPONI""",,22,5776,"""TIGI""","""PROMOCIJE""",1.744,"""kom"""
101648,"""TECHNOFRUIT boja za kosu 11/13 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",84,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101649,"""TECHNOFRUIT boja za kosu 11/1 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",167,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101650,"""TECHNOFRUIT boja za kosu 11/21 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",137,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101651,"""TECHNOFRUIT boja za kosu 7/6 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",32,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101652,"""TECHNOFRUIT boja za kosu 1/10 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",24,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101653,"""TECHNOFRUIT boja za kosu 10/1 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",62,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101654,"""TECHNOFRUIT boja za kosu 6/7 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",214,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101655,"""TECHNOFRUIT boja za kosu 7/1 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",64,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101656,"""TECHNOFRUIT boja za kosu 6/666 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",47,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101657,"""TECHNOFRUIT boja za kosu 8/43 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",28,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101658,"""TECHNOFRUIT boja za kosu 6/31 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",32,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101659,"""TECHNOFRUIT boja za kosu 8/31 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",77,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101660,"""TECHNOFRUIT boja za kosu 5/3 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",43,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101661,"""TECHNOFRUIT boja za kosu 6/44 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",61,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101662,"""TECHNOFRUIT boja za kosu 8/44 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",37,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101663,"""TECHNOFRUIT boja za kosu 6/22 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",35,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101664,"""TECHNOFRUIT boja za kosu 11/2 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",91,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101665,"""TECHNOFRUIT boja za kosu 6/34 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",43,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101666,"""TECHNOFRUIT boja za kosu 8/34 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",50,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101667,"""TECHNOFRUIT boja za kosu 5/0 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",184,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101668,"""TECHNOFRUIT boja za kosu 6/0 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",207,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101669,"""TECHNOFRUIT boja za kosu 7/0 100ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",164,493,"""ALTER EGO""","""TECHNOFRUIT""",0.125,"""kom"""
101670,"""Koaktivator krem hidrogen 10vol 1000ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""HIDROGENI""",237,481,"""ALTER EGO""","""TECHNOFRUIT""",1.022,"""kom"""
101671,"""Koaktivator krem hidrogen 20vol 1000ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""HIDROGENI""",188,481,"""ALTER EGO""","""TECHNOFRUIT""",1.022,"""kom"""
101672,"""Koaktivator krem hidrogen 30vol 1000ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""HIDROGENI""",168,481,"""ALTER EGO""","""TECHNOFRUIT""",1.022,"""kom"""
101673,"""Koaktivator krem hidrogen 40vol 1000ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""HIDROGENI""",183,481,"""ALTER EGO""","""TECHNOFRUIT""",1.022,"""kom"""
102169,"""CC Mix master korektor za kosu /8  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",31,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102181,"""CC Gloss boja za kosu 8/0  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE BEZ AMONIJAKA""",61,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102182,"""CC Gloss boja za kosu 5/38  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE BEZ AMONIJAKA""",66,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102183,"""CC Gloss boja za kosu 6/34  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE BEZ AMONIJAKA""",65,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102184,"""CC Gloss boja za kosu 8/3  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE BEZ AMONIJAKA""",64,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102185,"""CC Gloss boja za kosu 7/4  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE BEZ AMONIJAKA""",66,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102186,"""CC Gloss boja za kosu 4/85  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE BEZ AMONIJAKA""",65,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102187,"""CC Gloss boja za kosu 9/83  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE BEZ AMONIJAKA""",60,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102188,"""CC Gloss boja za kosu 5/26  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE BEZ AMONIJAKA""",71,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102189,"""CC Gloss boja za kosu 5/5  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE BEZ AMONIJAKA""",71,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102170,"""CC Mix master korektor za kosu /88  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",31,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102171,"""CC Mix master korektor za kosu 00/  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",27,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102190,"""CC Gloss boja za kosu 6/6  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE BEZ AMONIJAKA""",70,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102191,"""CC Gloss boja za kosu 9/03  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE BEZ AMONIJAKA""",66,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102192,"""CC Lift boja za kosu 100/0  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",38,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102193,"""CC Lift boja za kosu 100/28  60ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""BOJE SA AMONIJAKOM""",73,890,"""TIGI""","""COLOUR""",0.08,"""kom"""
102194,"""CC Aktivator 8.5 Vol  1000ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""HIDROGENI""",34,1139,"""TIGI""","""COLOUR""",1.091,"""kom"""
102195,"""CC Aktivator 20 Vol  1000ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""HIDROGENI""",61,1139,"""TIGI""","""COLOUR""",1.097,"""kom"""
102196,"""CC Aktivator 30 Vol  1000ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""HIDROGENI""",41,1139,"""TIGI""","""COLOUR""",1.101,"""kom"""
102197,"""CC Aktivator 40 Vol  1000ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""HIDROGENI""",47,1139,"""TIGI""","""COLOUR""",1.102,"""kom"""
102198,"""CC TRUE LIGHT Izbeljivač plavi  500gr""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""IZBELJIVAČI - BLANŠEVI""",16,1884,"""TIGI""","""COLOUR""",0.604,"""kom"""
102208,"""ARGANIK TROPICAL Šampon za kosu 300ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""LETNJA KOLEKCIJA""",,58,743,"""ALTER EGO""","""ARGANIKARE DAY THERAPY""",0.338,"""kom"""
102209,"""ARGANIK TROPICAL Maska za kosu 200ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""LETNJA KOLEKCIJA""",,8,731,"""ALTER EGO""","""ARGANIKARE DAY THERAPY""",0.218,"""kom"""
102210,"""ARGANIK TROPICAL Ulje za zaštitu kose 120ml""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""LETNJA KOLEKCIJA""",,19,890,"""ALTER EGO""","""ARGANIKARE DAY THERAPY""",0.119,"""kom"""
102199,"""CC TRUE LIGHT WHITE Izbeljivač beli  500gr""",,"""SVE ZA FRIZERSKE SALONE""","""KOZMETIKA ZA KOSU""","""BOJENJE KOSE""","""IZBELJIVAČI - BLANŠEVI""",9,1884,"""TIGI""","""COLOUR""",0.596,"""kom"""
