model,name,desc,cat1,cat2,cat3,cat4,quantity,price,manufacturer,manufacturer_pb,weight,unit
101603,"""TIGI PRO Češalj CUTTING COMB""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""ČEŠLJEVI""",,47,1408,"""TIGI""","""TIGI PRO""",0.031,"""kom"""
101604,"""TIGI PRO Četka MEDIUM ROUND""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""ČETKE""","""KERAMIČKE""",13,1034,"""TIGI""","""TIGI PRO""",0.15,"""kom"""
100296,"""Četka za kosu ravna drvene iglice  0308""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""ČETKE""","""OSTALE""",1,463,"""EURO STIL""",,0.12,"""kom"""
100297,"""Četka za kosu oval  0337""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""ČETKE""","""OSTALE""",53,731,"""EURO STIL""",,0.161,"""kom"""
100309,"""Četka za kosu drvo-dlaka 22mm  0349""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""ČETKE""","""PRIRODNA DLAKA""",22,767,"""EURO STIL""",,0.081,"""kom"""
100310,"""KOUHO makaze KGT27SNL""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""MAKAZE""","""EFILER""",0,56817,"""KOUHO""",,0.2,"""kom"""
100268,"""Češalj za kosu silikonski pro20  1522""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""ČEŠLJEVI""",,1,176,"""EURO STIL""",,0.017,"""kom"""
100269,"""Češalj za kosu silikonski pro30  1523""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""ČEŠLJEVI""",,1,193,"""EURO STIL""",,0.023,"""kom"""
100270,"""Češalj za kosu silikonski pro40  1524""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""ČEŠLJEVI""",,47,380,"""EURO STIL""",,0.029,"""kom"""
100271,"""Češalj za kosu silikonski pro50  1525""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""ČEŠLJEVI""",,1,246,"""EURO STIL""",,0.015,"""kom"""
100272,"""Češalj za kosu grafitni 19,5cm  2186""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""ČEŠLJEVI""",,113,368,"""EURO STIL""",,0.018,"""kom"""
100273,"""Češalj za kosu grafitni stil  2187""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""ČEŠLJEVI""",,91,368,"""EURO STIL""",,0.015,"""kom"""
100274,"""Češalj za kosu grafitni veliki  2188""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""ČEŠLJEVI""",,18,732,"""EURO STIL""",,0.034,"""kom"""
100603,"""Četka za kosu keramička 25mm  2313""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""ČETKE""","""KERAMIČKE""",101,814,"""EURO STIL""",,0.103,"""kom"""
100605,"""Četka za kosu keramička 33mm  2314""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""ČETKE""","""KERAMIČKE""",95,882,"""EURO STIL""",,0.115,"""kom"""
100606,"""Četka za kosu keramička 43mm  2315""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""ČETKE""","""KERAMIČKE""",113,988,"""EURO STIL""",,0.133,"""kom"""
100619,"""Četka za kosu alu 61mm  2662""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""ČETKE""","""ALUMINIJUMSKE""",8,625,"""EURO STIL""",,0.102,"""kom"""
100621,"""Četka drvo plastika oval  2798""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""ČETKE""","""OSTALE""",19,641,"""EURO STIL""",,0.073,"""kom"""
100600,"""Četka za kosu keramička 20mm  2312""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""ČETKE""","""ALUMINIJUMSKE""",32,726,"""EURO STIL""",,0.1,"""kom"""
100597,"""Četka drvo-dlaka 80mm - jumbo  2179""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""ČETKE""","""PRIRODNA DLAKA""",4,1625,"""EURO STIL""",,0.4,"""kom"""
100540,"""Četka za kosu dlaka 17mm  1903""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""ČETKE""","""PRIRODNA DLAKA""",4,713,"""EURO STIL""",,0.095,"""kom"""
100554,"""Četka za kosu dlaka 24mm  1904""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""ČETKE""","""PRIRODNA DLAKA""",16,733,"""EURO STIL""",,0.1,"""kom"""
100533,"""Četka za kosu dupla  2182/50""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""ČETKE""","""OSTALE""",58,144,"""EURO STIL""",,0.05,"""kom"""
100492,"""Četka za kosu alu 42,5mm  0779""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""ČETKE""","""ALUMINIJUMSKE""",53,636,"""EURO STIL""",,0.083,"""kom"""
100443,"""Četka za kosu kocka plastika  0755""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""ČETKE""","""OSTALE""",128,292,"""EURO STIL""",,0.125,"""kom"""
100445,"""Četka za kosu drvo-dlaka 30mm  0756""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""ČETKE""","""PRIRODNA DLAKA""",17,726,"""EURO STIL""",,0.093,"""kom"""
100452,"""Četka za kosu drvo-najlon 30mm  0758""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""ČETKE""","""OSTALE""",88,442,"""EURO STIL""",,0.089,"""kom"""
100473,"""Četka za kosu kocka dlaka  0767""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""ČETKE""","""PRIRODNA DLAKA""",36,933,"""EURO STIL""",,0.137,"""kom"""
100425,"""Četka za kosu drvo-dlaka 45mm  0596""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""ČETKE""","""PRIRODNA DLAKA""",5,900,"""EURO STIL""",,0.148,"""kom"""
100378,"""Četka za kosu alu 9mm  0578""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""ČETKE""","""ALUMINIJUMSKE""",29,548,"""EURO STIL""",,0.041,"""kom"""
100382,"""Četka za kosu alu 13mm  0579""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""ČETKE""","""ALUMINIJUMSKE""",46,344,"""EURO STIL""",,0.036,"""kom"""
100385,"""Četka za kosu alu 18mm  0580""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""ČETKE""","""ALUMINIJUMSKE""",45,385,"""EURO STIL""",,0.047,"""kom"""
100359,"""Četka za kosu drvo-dlaka 45mm  0367""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""ČETKE""","""PRIRODNA DLAKA""",26,1436,"""EURO STIL""",,0.152,"""kom"""
100357,"""Četka za kosu alu 42mm  0360""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""ČETKE""","""ALUMINIJUMSKE""",41,400,"""EURO STIL""",,0.081,"""kom"""
100312,"""Četka za kosu drvo-dlaka 33mm  0350""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""ČETKE""","""PRIRODNA DLAKA""",29,931,"""EURO STIL""",,0.117,"""kom"""
100313,"""KOUHO makaze KGT27SNL DLC""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""MAKAZE""","""ŠIŠANJE""",0,82971,"""KOUHO""",,0.2,"""kom"""
100314,"""KOUHO makaze WZ55""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""MAKAZE""","""ŠIŠANJE""",1,57719,"""KOUHO""",,0.2,"""kom"""
100315,"""KOUHO makaze WZ55  DLC""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""MAKAZE""","""ŠIŠANJE""",1,84247,"""KOUHO""",,0.2,"""kom"""
100316,"""KOUHO makaze WZ60""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""MAKAZE""","""ŠIŠANJE""",0,57719,"""KOUHO""",,0.2,"""kom"""
100317,"""Četka za kosu alu 18mm  0356""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""ČETKE""","""ALUMINIJUMSKE""",48,261,"""EURO STIL""",,0.049,"""kom"""
100318,"""KOUHO makaze WZT27SNL""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""MAKAZE""","""EFILER""",0,59523,"""KOUHO""",,0.2,"""kom"""
100319,"""KOUHO makaze X60""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""MAKAZE""","""ŠIŠANJE""",1,85677,"""KOUHO""",,0.2,"""kom"""
100320,"""KOUHO makaze X55""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""MAKAZE""","""EFILER""",0,85677,"""KOUHO""",,0.2,"""kom"""
100334,"""KOUHO makaze VS50 DLC""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""MAKAZE""","""ŠIŠANJE""",0,61866,"""KOUHO""",,0.2,"""kom"""
100336,"""KOUHO makaze VS55""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""MAKAZE""","""ŠIŠANJE""",2,35624,"""KOUHO""",,0.2,"""kom"""
100338,"""Četka za kosu alu 36mm  0359""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""ČETKE""","""ALUMINIJUMSKE""",42,372,"""EURO STIL""",,0.074,"""kom"""
100339,"""KOUHO makaze VS60""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""MAKAZE""","""ŠIŠANJE""",0,35624,"""KOUHO""",,0.2,"""kom"""
100341,"""KOUHO makaze KFT28""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""MAKAZE""","""EFILER""",0,37878,"""KOUHO""",,0.2,"""kom"""
100343,"""KOUHO makaze ARX60""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""MAKAZE""","""ŠIŠANJE""",1,57543,"""KOUHO""",,0.2,"""kom"""
100067,"""Češalj za kosu 128""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""ČEŠLJEVI""",,85,169,"""EURO STIL""",,0.025,"""kom"""
100134,"""Makaze INOX 730 - 5,5""""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""MAKAZE""","""ZA LEVORUKE""",15,3619,"""HENBOR""",,0.063,"""kom"""
100135,"""Češalj za kosu 423""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""ČEŠLJEVI""",,118,116,"""EURO STIL""",,0.016,"""kom"""
100141,"""Češalj za kosu 422""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""ČEŠLJEVI""",,92,116,"""EURO STIL""",,0.016,"""kom"""
100156,"""Češalj za kosu 434""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""ČEŠLJEVI""",,202,85,"""EURO STIL""",,0.028,"""kom"""
100157,"""Češalj za kosu 435""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""ČEŠLJEVI""",,86,88,"""EURO STIL""",,0.024,"""kom"""
100160,"""Češalj za pramenove 440""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""ČEŠLJEVI""",,20,203,"""EURO STIL""",,0.049,"""kom"""
100161,"""Efilir makaze  768 - 5,5''""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""MAKAZE""","""EFILER""",28,2376,"""HENBOR""",,0.065,"""kom"""
100162,"""Češalj za kosu 441""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""ČEŠLJEVI""",,35,116,"""EURO STIL""",,0.018,"""kom"""
100164,"""Češalj za kosu 442""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""ČEŠLJEVI""",,57,116,"""EURO STIL""",,0.019,"""kom"""
100165,"""Efilir makaze 768 -  6,5""""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""MAKAZE""","""EFILER""",49,2475,"""HENBOR""",,0.072,"""kom"""
100177,"""Češalj za kosu 458""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""ČEŠLJEVI""",,109,78,"""EURO STIL""",,0.016,"""kom"""
100181,"""Makaze INOX 799 - 7""""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""MAKAZE""","""ŠIŠANJE""",6,2497,"""HENBOR""",,0.08,"""kom"""
100182,"""Makaze INOX 810 - 5""""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""MAKAZE""","""ŠIŠANJE""",56,2651,"""HENBOR""",,0.057,"""kom"""
100183,"""Makaze INOX 810 - 5,5""""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""MAKAZE""","""ŠIŠANJE""",70,2695,"""HENBOR""",,0.06,"""kom"""
100184,"""Makaze INOX 810 - 6""""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""MAKAZE""","""ŠIŠANJE""",1,2739,"""HENBOR""",,0.064,"""kom"""
100185,"""Makaze ARIUM SERIE 5,5""""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""MAKAZE""","""ŠIŠANJE""",3,4245,"""HENBOR""",,0.113,"""kom"""
100186,"""Makaze ARIUM SERIE 6""""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""MAKAZE""","""ŠIŠANJE""",11,4389,"""HENBOR""",,0.117,"""kom"""
100187,"""Makaze SFILY LINE 5""""",,"""SVE ZA FRIZERSKE SALONE""","""ALAT""","""MAKAZE""","""ŠIŠANJE""",33,4553,"""HENBOR""",,0.17,"""kom"""
100361,"""Pajalica za vrat plastična  0501""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""PAJALICE""",,27,264,"""EURO STIL""",,0.031,"""kom"""
100291,"""Pajalica za vrat drvena  0306""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""PAJALICE""",,23,775,"""EURO STIL""",,0.076,"""kom"""
100430,"""Četkica za čišćenje četke  0600""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""OSTALO""",,10,148,"""EURO STIL""",,0.014,"""kom"""
100511,"""Pajalica puder za vrat  0788""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""PAJALICE""",,25,1282,"""EURO STIL""",,0.097,"""kom"""
100562,"""Češalj za raščešljavanje - farbanje TIGI""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""PRIBOR ZA BOJENJE""","""OSTALO""",29,290,"""TIGI""","""COLOUR""",0.014,"""kom"""
100662,"""Ukosnice za kosu BRONZANE 400/1  1616""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""ŠTIPALJKE, KLIPSNE, ŠNALE I UKOSNICE""",,2,1197,"""EURO STIL""",,0.24,"""pak"""
100663,"""Ukosnice za kosu CRNE 400/1  1616/50""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""ŠTIPALJKE, KLIPSNE, ŠNALE I UKOSNICE""",,6,1197,"""EURO STIL""",,0.24,"""pak"""
100623,"""Ukosnice za kosu BRONZANE 20/1  0030""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""ŠTIPALJKE, KLIPSNE, ŠNALE I UKOSNICE""",,85,74,"""EURO STIL""",,0.013,"""pak"""
100624,"""Ukosnice za kosu CRNE 20/1  0030/50""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""ŠTIPALJKE, KLIPSNE, ŠNALE I UKOSNICE""",,87,74,"""EURO STIL""",,0.013,"""pak"""
100625,"""Klipsne plastične u boji  6/1  0055""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""ŠTIPALJKE, KLIPSNE, ŠNALE I UKOSNICE""",,70,147,"""EURO STIL""",,0.028,"""pak"""
100626,"""Klipsne za talase aluminijum 6/1  0070""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""ŠTIPALJKE, KLIPSNE, ŠNALE I UKOSNICE""",,88,257,"""EURO STIL""",,0.041,"""pak"""
100627,"""Leptir štipaljke u boji  6/1  0083""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""ŠTIPALJKE, KLIPSNE, ŠNALE I UKOSNICE""",,140,125,"""EURO STIL""",,0.045,"""pak"""
100628,"""Leptir štipaljke u boji 12/1  0084""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""ŠTIPALJKE, KLIPSNE, ŠNALE I UKOSNICE""",,188,221,"""EURO STIL""",,0.088,"""pak"""
100641,"""Klipsne za kosu velike 6/1  0804""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""ŠTIPALJKE, KLIPSNE, ŠNALE I UKOSNICE""",,65,578,"""EURO STIL""",,0.077,"""pak"""
100643,"""Šnala za kosu plastična CRNA  1440/50""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""ŠTIPALJKE, KLIPSNE, ŠNALE I UKOSNICE""",,0,115,"""EURO STIL""",,0.02,"""kom"""
101602,"""TIGI PRO Klipsne za kosu  10/1""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""ŠTIPALJKE, KLIPSNE, ŠNALE I UKOSNICE""",,42,1210,"""TIGI""","""TIGI PRO""",0.101,"""kom"""
100665,"""Klipsne za kosu duple 120/1  1658""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""ŠTIPALJKE, KLIPSNE, ŠNALE I UKOSNICE""",,19,984,"""EURO STIL""",,0.368,"""pak"""
100667,"""Klipsne za kosu male 120/1  1659""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""ŠTIPALJKE, KLIPSNE, ŠNALE I UKOSNICE""",,43,1250,"""EURO STIL""",,0.407,"""pak"""
100029,"""Ogrtač za šišanje WAHL""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""OGRTAČI ZA ŠIŠANJE""",,302,1200,"""WAHL CLIPPERS""","""WAHL""",0.195,"""kom"""
100738,"""Kofer za alat TIGI""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""TORBE I FUTROLE ZA ALAT""",,3,21261,"""TIGI""",,5,"""kom"""
100736,"""HARDCORE Futrola za alat""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""TORBE I FUTROLE ZA ALAT""",,16,2204,"""TIGI""","""HARDCORE""",0,"""kom"""
101239,"""Plastični držač trake oko vrata  0800""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""LUTKE ZA TRENING I DRŽAČI""",,2,645,"""EURO STIL""",,0.237,"""kom"""
101240,"""Mrežica za punđe sa perlama smeđa  1050/65""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""OSTALO""",,0,246,"""EURO STIL""",,0.001,"""kom"""
101241,"""Papirići za mini val 20/1  0802""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""PRIBOR ZA KOVRDŽANJE KOSE""","""PAPIRIĆI""",13,1320,"""EURO STIL""",,0.45,"""kom"""
101242,"""Gumice za plastične viklere 50/1  0862""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""PRIBOR ZA KOVRDŽANJE KOSE""","""OSTALO""",20,286,"""EURO STIL""",,0.055,"""kom"""
101243,"""Gumice za plastične viklere 50/1  0863""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""PRIBOR ZA KOVRDŽANJE KOSE""","""OSTALO""",60,286,"""EURO STIL""",,0.033,"""kom"""
101244,"""Kapa za pramenove braon  0896""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""PRIBOR ZA BOJENJE""","""KAPE I IGLE""",66,1359,"""EURO STIL""",,0.11,"""kom"""
101245,"""Mrežica za punđe najlon plava  1047/66""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""OSTALO""",,18,29,"""EURO STIL""",,0.001,"""kom"""
101246,"""Rukavice za jednokratnu upotrebu 100/1  0958""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""ZAŠTITNE RUKAVICE, MASKE I OSTALO""",,125,160,"""EURO STIL""",,0.09,"""pak"""
101247,"""Mrežica za punđe najlon crna  1047/50""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""OSTALO""",,37,29,"""EURO STIL""",,0.001,"""kom"""
101248,"""Mrežica za kosu najlon braon  1046/76""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""OSTALO""",,8,27,"""EURO STIL""",,0.001,"""kom"""
101260,"""Mrežica za kosu elastična braon  1044/69""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""OSTALO""",,28,178,"""EURO STIL""",,0.007,"""kom"""
101261,"""Sunđer za mini val  0971""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""PRIBOR ZA KOVRDŽANJE KOSE""","""SUNĐERI""",70,36,"""EURO STIL""",,0.002,"""kom"""
101262,"""Mrežica za kosu elastična plava  1044/59""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""OSTALO""",,15,178,"""EURO STIL""",,0.007,"""kom"""
101263,"""Mrežica za kosu elastična crna  1044/50""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""OSTALO""",,44,178,"""EURO STIL""",,0.007,"""kom"""
101264,"""Lopatica za pramenove 0977""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""PRIBOR ZA BOJENJE""","""OSTALO""",53,128,"""EURO STIL""",,0.033,"""kom"""
101265,"""Mrežica za kosu trougao pink  1039/70""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""OSTALO""",,23,179,"""EURO STIL""",,0.007,"""kom"""
101266,"""Plastika oko vrata  0979""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""PRIBOR ZA KOVRDŽANJE KOSE""","""KORITA""",9,359,"""EURO STIL""",,0.056,"""kom"""
101267,"""Mrežica za kosu trougao braon  1039/69""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""OSTALO""",,12,179,"""EURO STIL""",,0.007,"""kom"""
101268,"""Mrežica za kosu trougao plava  1039/59""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""OSTALO""",,12,179,"""EURO STIL""",,0.007,"""kom"""
101270,"""Mrežica za kosu trougao crna  1039/50""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""OSTALO""",,8,179,"""EURO STIL""",,0.007,"""kom"""
101200,"""Zaštitnici za uši  1915""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""OSTALO""",,47,61,"""EURO STIL""",,0.015,"""pak"""
101204,"""Radna kecelja crna  1962/50""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""RADNE KECELJE I UNIFORME""",,12,1412,"""EURO STIL""",,0.113,"""kom"""
101216,"""Ogrtač za šišanje i farbanje plavi  1988/59""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""OGRTAČI ZA ŠIŠANJE""",,69,388,"""EURO STIL""",,0.15,"""kom"""
101217,"""Četkica za bojenje mala 0101""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""PRIBOR ZA BOJENJE""","""ČETKICE""",149,52,"""EURO STIL""",,0.01,"""kom"""
101218,"""Ogrtač za šišanje i farbanje sivi  1988/72""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""OGRTAČI ZA ŠIŠANJE""",,17,388,"""EURO STIL""",,0.15,"""kom"""
101219,"""Četkica za bojenje mala providna  0101/56""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""PRIBOR ZA BOJENJE""","""ČETKICE""",119,52,"""EURO STIL""",,0.012,"""kom"""
101220,"""Četkica za bojenje velika  0102/01""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""PRIBOR ZA BOJENJE""","""ČETKICE""",334,70,"""EURO STIL""",,0.02,"""kom"""
101221,"""Ogrtač za šišanje i farbanje crveni  1988/73""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""OGRTAČI ZA ŠIŠANJE""",,41,388,"""EURO STIL""",,0.15,"""kom"""
101223,"""Četkica za bojenje velika  0102/56""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""PRIBOR ZA BOJENJE""","""ČETKICE""",148,95,"""EURO STIL""",,0.023,"""kom"""
101224,"""Pokazno ogledalo kocka  0254""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""OSTALO""",,0,808,"""EURO STIL""",,0.4,"""kom"""
101180,"""Držač glave za trening  1461""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""LUTKE ZA TRENING I DRŽAČI""",,0,487,"""EURO STIL""",,0.337,"""kom"""
101181,"""Pumpica za vodu školjka 300ml  1484""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""PUMPICE""",,33,128,"""EURO STIL""",,0.054,"""kom"""
101194,"""Držač lutke podni  1841""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""LUTKE ZA TRENING I DRŽAČI""",,2,10998,"""EURO STIL""",,1.953,"""kom"""
101176,"""Pumpica za vodu alu  1384""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""PUMPICE""",,303,297,"""EURO STIL""",,0.064,"""kom"""
101174,"""Pumpica za vodu body 300ml  1372""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""PUMPICE""",,95,128,"""EURO STIL""",,0.052,"""kom"""
101105,"""Ogrtač za šišanje ""lica"" crni  2501/50""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""OGRTAČI ZA ŠIŠANJE""",,7,1842,"""EURO STIL""",,0.208,"""kom"""
101106,"""Ogrtač za šišanje ""lica"" plavi  2501/59""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""OGRTAČI ZA ŠIŠANJE""",,7,1842,"""EURO STIL""",,0.203,"""kom"""
101107,"""Ogrtač za šišanje ""lica"" crveni  2501/73""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""OGRTAČI ZA ŠIŠANJE""",,8,1842,"""EURO STIL""",,0.206,"""kom"""
101108,"""Ogrtač za šišanje ""leopard""  2502/61""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""OGRTAČI ZA ŠIŠANJE""",,4,1260,"""EURO STIL""",,0.18,"""kom"""
101109,"""Ogrtač za šišanje crni  2503/50""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""OGRTAČI ZA ŠIŠANJE""",,6,1638,"""EURO STIL""",,0.177,"""kom"""
101110,"""Ogrtač za šišanje beli  2503/58""",,"""SVE ZA FRIZERSKE SALONE""","""PRIBOR I SITAN INVENTAR""","""OGRTAČI ZA ŠIŠANJE""",,12,1638,"""EURO STIL""",,0.185,"""kom"""
